CustomerID,CustomerName,ContactName,Address,City,PostalCode,Country,OrderID,EmployeeID,OrderDate,ShipperID
18,Du monde entier,Janine Labrune,67  rue des Cinquante Otages,Nantes,44000,France,10311,1,9/20/96,3
19,Eastern Connection,Ann Devon,35 King George,London,WX3 6FW,UK,10364,1,11/26/96,1
19,Eastern Connection,Ann Devon,35 King George,London,WX3 6FW,UK,10400,1,1/1/97,3
20,Ernst Handel,Roland Mendel,Kirchgasse 6,Graz,8010,Austria,10258,1,7/17/96,1
20,Ernst Handel,Roland Mendel,Kirchgasse 6,Graz,8010,Austria,10263,9,7/23/96,3
20,Ernst Handel,Roland Mendel,Kirchgasse 6,Graz,8010,Austria,10351,1,11/11/96,1
20,Ernst Handel,Roland Mendel,Kirchgasse 6,Graz,8010,Austria,10368,2,11/29/96,2
20,Ernst Handel,Roland Mendel,Kirchgasse 6,Graz,8010,Austria,10382,4,12/13/96,1
20,Ernst Handel,Roland Mendel,Kirchgasse 6,Graz,8010,Austria,10390,6,12/23/96,1
20,Ernst Handel,Roland Mendel,Kirchgasse 6,Graz,8010,Austria,10402,8,1/2/97,2
20,Ernst Handel,Roland Mendel,Kirchgasse 6,Graz,8010,Austria,10403,4,1/3/97,3
20,Ernst Handel,Roland Mendel,Kirchgasse 6,Graz,8010,Austria,10430,4,1/30/97,1
20,Ernst Handel,Roland Mendel,Kirchgasse 6,Graz,8010,Austria,10442,3,2/11/97,2
21,Familia Arquibaldo,Aria Cruz,Rua Or—s  92,S‹o Paulo,05442-030,Brazil,10347,4,11/6/96,3
21,Familia Arquibaldo,Aria Cruz,Rua Or—s  92,S‹o Paulo,05442-030,Brazil,10386,9,12/18/96,3
21,Familia Arquibaldo,Aria Cruz,Rua Or—s  92,S‹o Paulo,05442-030,Brazil,10414,2,1/14/97,3
23,Folies gourmandes,Martine Ranc_,184  chauss_e de Tournai,Lille,59000,France,10408,8,1/8/97,1
24,Folk och f_ HB,Maria Larsson,Åkergatan 24,Br_cke,S-844 67,Sweden,10264,6,7/24/96,3
24,Folk och f_ HB,Maria Larsson,Åkergatan 24,Br_cke,S-844 67,Sweden,10327,2,10/11/96,1
24,Folk och f_ HB,Maria Larsson,Åkergatan 24,Br_cke,S-844 67,Sweden,10378,5,12/10/96,3
24,Folk och f_ HB,Maria Larsson,Åkergatan 24,Br_cke,S-844 67,Sweden,10434,3,2/3/97,2
25,Frankenversand,Peter Franken,Berliner Platz 43,MŸnchen,80805,Germany,10267,4,7/29/96,1
25,Frankenversand,Peter Franken,Berliner Platz 43,MŸnchen,80805,Germany,10337,4,10/24/96,3
25,Frankenversand,Peter Franken,Berliner Platz 43,MŸnchen,80805,Germany,10342,4,10/30/96,2
25,Frankenversand,Peter Franken,Berliner Platz 43,MŸnchen,80805,Germany,10396,1,12/27/96,3
27,Franchi S.p.A.,Paolo Accorti,Via Monte Bianco 34,Torino,10100,Italy,10422,2,1/22/97,1
28,Furia Bacalhau e Frutos do Mar,Lino Rodriguez,Jardim das rosas n. 32,Lisboa,1675,Portugal,10328,4,10/14/96,3
28,Furia Bacalhau e Frutos do Mar,Lino Rodriguez,Jardim das rosas n. 32,Lisboa,1675,Portugal,10352,3,11/12/96,3
29,Galer’a del gastr—nomo,Eduardo Saavedra,Rambla de Catalu–a  23,Barcelona,8022,Spain,10366,8,11/28/96,2
29,Galer’a del gastr—nomo,Eduardo Saavedra,Rambla de Catalu–a  23,Barcelona,8022,Spain,10426,4,1/27/97,1
30,Godos Cocina T’pica,Jos_ Pedro Freyre,C/ Romero  33,Sevilla,41101,Spain,10303,7,9/11/96,2
31,Gourmet Lanchonetes,Andr_ Fonseca,Av. Brasil  442,Campinas,04876-786,Brazil,10423,6,1/23/97,3
33,GROSELLA-Restaurante,Manuel Pereira,5? Ave. Los Palos Grandes,Caracas,1081,Venezuela,10268,8,7/30/96,3
34,Hanari Carnes,Mario Pontes,Rua do Paço  67,Rio de Janeiro,05454-876,Brazil,10250,4,7/8/96,2
34,Hanari Carnes,Mario Pontes,Rua do Paço  67,Rio de Janeiro,05454-876,Brazil,10253,3,7/10/96,2
35,HILARIîN-Abastos,Carlos Hern‡ndez,Carrera 22 con Ave. Carlos Soublette #8-35,San Crist—bal,5022,Venezuela,10257,4,7/16/96,3
35,HILARIîN-Abastos,Carlos Hern‡ndez,Carrera 22 con Ave. Carlos Soublette #8-35,San Crist—bal,5022,Venezuela,10395,6,12/26/96,1
36,Hungry Coyote Import Store,Yoshi Latimer,City Center Plaza 516 Main St.,Elgin,97827,USA,10375,3,12/6/96,2
36,Hungry Coyote Import Store,Yoshi Latimer,City Center Plaza 516 Main St.,Elgin,97827,USA,10394,1,12/25/96,3
36,Hungry Coyote Import Store,Yoshi Latimer,City Center Plaza 516 Main St.,Elgin,97827,USA,10415,3,1/15/97,1
37,Hungry Owl All-Night Grocers,Patricia McKenna,8 Johnstown Road,Cork,,Ireland,10298,6,9/5/96,2
37,Hungry Owl All-Night Grocers,Patricia McKenna,8 Johnstown Road,Cork,,Ireland,10309,3,9/19/96,1
37,Hungry Owl All-Night Grocers,Patricia McKenna,8 Johnstown Road,Cork,,Ireland,10335,7,10/22/96,2
37,Hungry Owl All-Night Grocers,Patricia McKenna,8 Johnstown Road,Cork,,Ireland,10373,4,12/5/96,3
37,Hungry Owl All-Night Grocers,Patricia McKenna,8 Johnstown Road,Cork,,Ireland,10380,8,12/12/96,3
37,Hungry Owl All-Night Grocers,Patricia McKenna,8 Johnstown Road,Cork,,Ireland,10429,3,1/29/97,2
38,Island Trading,Helen Bennett,Garden House Crowther Way,Cowes,PO31 7PJ,UK,10315,4,9/26/96,2
38,Island Trading,Helen Bennett,Garden House Crowther Way,Cowes,PO31 7PJ,UK,10318,8,10/1/96,2
38,Island Trading,Helen Bennett,Garden House Crowther Way,Cowes,PO31 7PJ,UK,10321,3,10/3/96,2
39,K_niglich Essen,Philip Cramer,Maubelstr. 90,Brandenburg,14776,Germany,10323,4,10/7/96,1
39,K_niglich Essen,Philip Cramer,Maubelstr. 90,Brandenburg,14776,Germany,10325,1,10/9/96,3
41,La maison d'Asie,Annette Roulet,1 rue Alsace-Lorraine,Toulouse,31000,France,10350,6,11/11/96,2
41,La maison d'Asie,Annette Roulet,1 rue Alsace-Lorraine,Toulouse,31000,France,10358,5,11/20/96,1
41,La maison d'Asie,Annette Roulet,1 rue Alsace-Lorraine,Toulouse,31000,France,10371,1,12/3/96,1
41,La maison d'Asie,Annette Roulet,1 rue Alsace-Lorraine,Toulouse,31000,France,10413,3,1/14/97,2
41,La maison d'Asie,Annette Roulet,1 rue Alsace-Lorraine,Toulouse,31000,France,10425,6,1/24/97,2
44,Lehmanns Marktstand,Renate Messner,Magazinweg 7,Frankfurt a.M.,60528,Germany,10279,8,8/13/96,2
44,Lehmanns Marktstand,Renate Messner,Magazinweg 7,Frankfurt a.M.,60528,Germany,10284,4,8/19/96,1
44,Lehmanns Marktstand,Renate Messner,Magazinweg 7,Frankfurt a.M.,60528,Germany,10343,4,10/31/96,1
46,LILA-Supermercado,Carlos Gonz‡lez,Carrera 52 con Ave. Bol’var #65-98 Llano Largo,Barquisimeto,3508,Venezuela,10283,3,8/16/96,3
46,LILA-Supermercado,Carlos Gonz‡lez,Carrera 52 con Ave. Bol’var #65-98 Llano Largo,Barquisimeto,3508,Venezuela,10296,6,9/3/96,1
46,LILA-Supermercado,Carlos Gonz‡lez,Carrera 52 con Ave. Bol’var #65-98 Llano Largo,Barquisimeto,3508,Venezuela,10330,3,10/16/96,1
46,LILA-Supermercado,Carlos Gonz‡lez,Carrera 52 con Ave. Bol’var #65-98 Llano Largo,Barquisimeto,3508,Venezuela,10357,1,11/19/96,3
46,LILA-Supermercado,Carlos Gonz‡lez,Carrera 52 con Ave. Bol’var #65-98 Llano Largo,Barquisimeto,3508,Venezuela,10381,3,12/12/96,3
47,LINO-Delicateses,Felipe Izquierdo,Ave. 5 de Mayo Porlamar,I. de Margarita,4980,Venezuela,10405,1,1/6/97,1
48,Lonesome Pine Restaurant,Fran Wilson,89 Chiaroscuro Rd.,Portland,97219,USA,10307,2,9/17/96,2
48,Lonesome Pine Restaurant,Fran Wilson,89 Chiaroscuro Rd.,Portland,97219,USA,10317,6,9/30/96,1
49,Magazzini Alimentari Riuniti,Giovanni Rovelli,Via Ludovico il Moro 22,Bergamo,24100,Italy,10275,1,8/7/96,1
49,Magazzini Alimentari Riuniti,Giovanni Rovelli,Via Ludovico il Moro 22,Bergamo,24100,Italy,10300,2,9/9/96,2
49,Magazzini Alimentari Riuniti,Giovanni Rovelli,Via Ludovico il Moro 22,Bergamo,24100,Italy,10404,2,1/3/97,1
51,Mère Paillarde,Jean Fresnière,43 rue St. Laurent,Montr_al,H1J 1C3,Canada,10332,3,10/17/96,2
51,Mère Paillarde,Jean Fresnière,43 rue St. Laurent,Montr_al,H1J 1C3,Canada,10339,2,10/28/96,2
51,Mère Paillarde,Jean Fresnière,43 rue St. Laurent,Montr_al,H1J 1C3,Canada,10376,1,12/9/96,2
51,Mère Paillarde,Jean Fresnière,43 rue St. Laurent,Montr_al,H1J 1C3,Canada,10424,7,1/23/97,2
51,Mère Paillarde,Jean Fresnière,43 rue St. Laurent,Montr_al,H1J 1C3,Canada,10439,6,2/7/97,3
52,Morgenstern Gesundkost,Alexander Feuer,Heerstr. 22,Leipzig,4179,Germany,10277,2,8/9/96,3
54,Oc_ano Atl‡ntico Ltda.,Yvonne Moncada,Ing. Gustavo Moncada 8585 Piso 20-A,Buenos Aires,1010,Argentina,10409,3,1/9/97,1
55,Old World Delicatessen,Rene Phillips,2743 Bering St.,Anchorage,99508,USA,10260,4,7/19/96,1
55,Old World Delicatessen,Rene Phillips,2743 Bering St.,Anchorage,99508,USA,10305,8,9/13/96,3
55,Old World Delicatessen,Rene Phillips,2743 Bering St.,Anchorage,99508,USA,10338,4,10/25/96,3
55,Old World Delicatessen,Rene Phillips,2743 Bering St.,Anchorage,99508,USA,10441,3,2/10/97,2
56,Ottilies K_seladen,Henriette Pfalzheim,Mehrheimerstr. 369,K_ln,50739,Germany,10407,2,1/7/97,2
58,Pericles Comidas cl‡sicas,Guillermo Fern‡ndez,Calle Dr. Jorge Cash 321,M_xico D.F.,5033,Mexico,10322,7,10/4/96,3
58,Pericles Comidas cl‡sicas,Guillermo Fern‡ndez,Calle Dr. Jorge Cash 321,M_xico D.F.,5033,Mexico,10354,8,11/14/96,3
59,Piccolo und mehr,Georg Pipps,Geislweg 14,Salzburg,5020,Austria,10353,7,11/13/96,3
59,Piccolo und mehr,Georg Pipps,Geislweg 14,Salzburg,5020,Austria,10392,2,12/24/96,3
59,Piccolo und mehr,Georg Pipps,Geislweg 14,Salzburg,5020,Austria,10427,4,1/27/97,2
60,Princesa Isabel Vinhoss,Isabel de Castro,Estrada da saœde n. 58,Lisboa,1756,Portugal,10336,7,10/23/96,2
60,Princesa Isabel Vinhoss,Isabel de Castro,Estrada da saœde n. 58,Lisboa,1756,Portugal,10397,5,12/27/96,1
60,Princesa Isabel Vinhoss,Isabel de Castro,Estrada da saœde n. 58,Lisboa,1756,Portugal,10433,3,2/3/97,3
61,Que Del’cia,Bernardo Batista,Rua da Panificadora  12,Rio de Janeiro,02389-673,Brazil,10261,4,7/19/96,2
61,Que Del’cia,Bernardo Batista,Rua da Panificadora  12,Rio de Janeiro,02389-673,Brazil,10291,6,8/27/96,2
61,Que Del’cia,Bernardo Batista,Rua da Panificadora  12,Rio de Janeiro,02389-673,Brazil,10379,2,12/11/96,1
61,Que Del’cia,Bernardo Batista,Rua da Panificadora  12,Rio de Janeiro,02389-673,Brazil,10421,8,1/21/97,1
62,Queen Cozinha,Lœcia Carvalho,Alameda dos Canˆrios  891,S‹o Paulo,05487-020,Brazil,10372,5,12/4/96,2
62,Queen Cozinha,Lœcia Carvalho,Alameda dos Canˆrios  891,S‹o Paulo,05487-020,Brazil,10406,7,1/7/97,1
63,QUICK-Stop,Horst Kloss,Taucherstra§e 10,Cunewalde,1307,Germany,10273,3,8/5/96,3
63,QUICK-Stop,Horst Kloss,Taucherstra§e 10,Cunewalde,1307,Germany,10285,1,8/20/96,2
63,QUICK-Stop,Horst Kloss,Taucherstra§e 10,Cunewalde,1307,Germany,10286,8,8/21/96,3
63,QUICK-Stop,Horst Kloss,Taucherstra§e 10,Cunewalde,1307,Germany,10313,2,9/24/96,2
63,QUICK-Stop,Horst Kloss,Taucherstra§e 10,Cunewalde,1307,Germany,10345,2,11/4/96,2
63,QUICK-Stop,Horst Kloss,Taucherstra§e 10,Cunewalde,1307,Germany,10361,1,11/22/96,2
63,QUICK-Stop,Horst Kloss,Taucherstra§e 10,Cunewalde,1307,Germany,10418,4,1/17/97,1
65,Rattlesnake Canyon Grocery,Paula Wilson,2817 Milton Dr.,Albuquerque,87110,USA,10262,8,7/22/96,3
65,Rattlesnake Canyon Grocery,Paula Wilson,2817 Milton Dr.,Albuquerque,87110,USA,10272,6,8/2/96,2
65,Rattlesnake Canyon Grocery,Paula Wilson,2817 Milton Dr.,Albuquerque,87110,USA,10294,4,8/30/96,2
65,Rattlesnake Canyon Grocery,Paula Wilson,2817 Milton Dr.,Albuquerque,87110,USA,10314,1,9/25/96,2
65,Rattlesnake Canyon Grocery,Paula Wilson,2817 Milton Dr.,Albuquerque,87110,USA,10316,1,9/27/96,3
65,Rattlesnake Canyon Grocery,Paula Wilson,2817 Milton Dr.,Albuquerque,87110,USA,10346,3,11/5/96,3
65,Rattlesnake Canyon Grocery,Paula Wilson,2817 Milton Dr.,Albuquerque,87110,USA,10401,1,1/1/97,1
66,Reggiani Caseifici,Maurizio Moroni,Strada Provinciale 124,Reggio Emilia,42100,Italy,10288,4,8/23/96,1
66,Reggiani Caseifici,Maurizio Moroni,Strada Provinciale 124,Reggio Emilia,42100,Italy,10428,7,1/28/97,1
66,Reggiani Caseifici,Maurizio Moroni,Strada Provinciale 124,Reggio Emilia,42100,Italy,10443,8,2/12/97,1
67,Ricardo Adocicados,Janete Limeira,Av. Copacabana  267,Rio de Janeiro,02389-890,Brazil,10287,8,8/22/96,3
67,Ricardo Adocicados,Janete Limeira,Av. Copacabana  267,Rio de Janeiro,02389-890,Brazil,10299,4,9/6/96,2
68,Richter Supermarkt,Michael Holz,Grenzacherweg 237,Genève,1203,Switzerland,10255,9,7/12/96,3
68,Richter Supermarkt,Michael Holz,Grenzacherweg 237,Genève,1203,Switzerland,10419,4,1/20/97,2
69,Romero y tomillo,Alejandra Camino,Gran V’a  1,Madrid,28001,Spain,10281,4,8/14/96,1
69,Romero y tomillo,Alejandra Camino,Gran V’a  1,Madrid,28001,Spain,10282,4,8/15/96,1
69,Romero y tomillo,Alejandra Camino,Gran V’a  1,Madrid,28001,Spain,10306,1,9/16/96,3
70,Sant_ Gourmet,Jonas Bergulfsen,Erling Skakkes gate 78,Stavern,4110,Norway,10387,1,12/18/96,2
71,Save-a-lot Markets,Jose Pavarotti,187 Suffolk Ln.,Boise,83720,USA,10324,9,10/8/96,1
71,Save-a-lot Markets,Jose Pavarotti,187 Suffolk Ln.,Boise,83720,USA,10393,1,12/25/96,3
71,Save-a-lot Markets,Jose Pavarotti,187 Suffolk Ln.,Boise,83720,USA,10398,2,12/30/96,3
71,Save-a-lot Markets,Jose Pavarotti,187 Suffolk Ln.,Boise,83720,USA,10440,4,2/10/97,2
72,Seven Seas Imports,Hari Kumar,90 Wadhurst Rd.,London,OX15 4NB,UK,10359,5,11/21/96,3
72,Seven Seas Imports,Hari Kumar,90 Wadhurst Rd.,London,OX15 4NB,UK,10377,1,12/9/96,3
72,Seven Seas Imports,Hari Kumar,90 Wadhurst Rd.,London,OX15 4NB,UK,10388,2,12/19/96,1
73,Simons bistro,Jytte Petersen,Vinb_ltet 34,K¿benhavn,1734,Denmark,10341,7,10/29/96,3
73,Simons bistro,Jytte Petersen,Vinb_ltet 34,K¿benhavn,1734,Denmark,10417,4,1/16/97,3
75,Split Rail Beer & Ale,Art Braunschweiger,P.O. Box 555,Lander,82520,USA,10271,6,8/1/96,2
75,Split Rail Beer & Ale,Art Braunschweiger,P.O. Box 555,Lander,82520,USA,10329,4,10/15/96,2
75,Split Rail Beer & Ale,Art Braunschweiger,P.O. Box 555,Lander,82520,USA,10349,7,11/8/96,1
75,Split Rail Beer & Ale,Art Braunschweiger,P.O. Box 555,Lander,82520,USA,10369,8,12/2/96,2
75,Split Rail Beer & Ale,Art Braunschweiger,P.O. Box 555,Lander,82520,USA,10385,1,12/17/96,2
75,Split Rail Beer & Ale,Art Braunschweiger,P.O. Box 555,Lander,82520,USA,10432,3,1/31/97,2
76,Suprêmes d_lices,Pascale Cartrain,Boulevard Tirou  255,Charleroi,B-6000,Belgium,10252,4,7/9/96,2
76,Suprêmes d_lices,Pascale Cartrain,Boulevard Tirou  255,Charleroi,B-6000,Belgium,10302,4,9/10/96,2
77,The Big Cheese,Liz Nixon,89 Jefferson Way Suite 2,Portland,97201,USA,10310,8,9/20/96,2
79,Toms Spezialit_ten,Karin Josephs,Luisenstr. 48,MŸnster,44087,Germany,10438,3,2/6/97,2
80,Tortuga Restaurante,Miguel Angel Paolino,Avda. Azteca 123,M_xico D.F.,5033,Mexico,10276,8,8/8/96,3
80,Tortuga Restaurante,Miguel Angel Paolino,Avda. Azteca 123,M_xico D.F.,5033,Mexico,10293,1,8/29/96,3
80,Tortuga Restaurante,Miguel Angel Paolino,Avda. Azteca 123,M_xico D.F.,5033,Mexico,10304,1,9/12/96,2
80,Tortuga Restaurante,Miguel Angel Paolino,Avda. Azteca 123,M_xico D.F.,5033,Mexico,10319,7,10/2/96,3
81,Tradiç‹o Hipermercados,Anabela Domingues,Av. Inês de Castro  414,S‹o Paulo,05634-030,Brazil,10249,6,7/5/96,1
81,Tradiç‹o Hipermercados,Anabela Domingues,Av. Inês de Castro  414,S‹o Paulo,05634-030,Brazil,10292,1,8/28/96,2
83,Vaffeljernet,Palle Ibsen,Smagsl¿get 45,Århus,8200,Denmark,10367,7,11/28/96,3
83,Vaffeljernet,Palle Ibsen,Smagsl¿get 45,Århus,8200,Denmark,10399,8,12/31/96,3
84,Victuailles en stock,Mary Saveley,2  rue du Commerce,Lyon,69004,France,10251,3,7/8/96,1
84,Victuailles en stock,Mary Saveley,2  rue du Commerce,Lyon,69004,France,10334,8,10/21/96,2
85,Vins et alcools Chevalier,Paul Henriot,59 rue de l'Abbaye,Reims,51100,France,10274,6,8/6/96,1
85,Vins et alcools Chevalier,Paul Henriot,59 rue de l'Abbaye,Reims,51100,France,10295,2,9/2/96,2
86,Die Wandernde Kuh,Rita MŸller,Adenauerallee 900,Stuttgart,70563,Germany,10301,8,9/9/96,2
86,Die Wandernde Kuh,Rita MŸller,Adenauerallee 900,Stuttgart,70563,Germany,10312,2,9/23/96,2
86,Die Wandernde Kuh,Rita MŸller,Adenauerallee 900,Stuttgart,70563,Germany,10348,4,11/7/96,2
86,Die Wandernde Kuh,Rita MŸller,Adenauerallee 900,Stuttgart,70563,Germany,10356,6,11/18/96,2
87,Wartian Herkku,Pirkko Koskitalo,Torikatu 38,Oulu,90110,Finland,10266,3,7/26/96,3
87,Wartian Herkku,Pirkko Koskitalo,Torikatu 38,Oulu,90110,Finland,10270,1,8/1/96,1
87,Wartian Herkku,Pirkko Koskitalo,Torikatu 38,Oulu,90110,Finland,10320,5,10/3/96,3
87,Wartian Herkku,Pirkko Koskitalo,Torikatu 38,Oulu,90110,Finland,10333,5,10/18/96,3
87,Wartian Herkku,Pirkko Koskitalo,Torikatu 38,Oulu,90110,Finland,10412,8,1/13/97,2
87,Wartian Herkku,Pirkko Koskitalo,Torikatu 38,Oulu,90110,Finland,10416,8,1/16/97,3
87,Wartian Herkku,Pirkko Koskitalo,Torikatu 38,Oulu,90110,Finland,10437,8,2/5/97,1
88,Wellington Importadora,Paula Parente,Rua do Mercado  12,Resende,08737-363,Brazil,10256,3,7/15/96,2
88,Wellington Importadora,Paula Parente,Rua do Mercado  12,Resende,08737-363,Brazil,10420,3,1/21/97,1
89,White Clover Markets,Karl Jablonski,305 - 14th Ave. S. Suite 3B,Seattle,98128,USA,10269,5,7/31/96,1
89,White Clover Markets,Karl Jablonski,305 - 14th Ave. S. Suite 3B,Seattle,98128,USA,10344,4,11/1/96,2
90,Wilman Kala,Matti Karttunen,Keskuskatu 45,Helsinki,21240,Finland,10248,5,7/4/96,3
91,Wolski,Zbyszek,ul. Filtrowa 68,Walla,01-012,Poland,10374,1,12/5/96,3
